工作表,怪物ID,Excel行,物品名,B物品ID,C奖励类型,D金币金额,E公式或原数字,E表示类型,数值候选或公式精确分数,F显示来源,G历史构成,H原槽字段
半兽统领,42,42,辟邪手镯,181,物品,,'=1/20,exact_formula,1/20,'=E42,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m42.slot_043
祖玛弓箭手3,152,6,金币,,金币,2250,'=1/3,exact_formula,1/3,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m152.v505_0001
祖玛弓箭手3,152,7,修罗,97,物品,,'=1/20,exact_formula,1/20,'=E7,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_041
祖玛弓箭手3,152,8,偃月,95,物品,,'=1/20,exact_formula,1/20,'=E8,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0051
祖玛弓箭手3,152,9,凝霜,98,物品,,'=1/20,exact_formula,1/20,'=E9,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_024
祖玛弓箭手3,152,10,召唤神兽,920005,物品,,'=1/20,exact_formula,1/20,'=E10,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0020
祖玛弓箭手3,152,11,小手镯,175,物品,,'=1/20,exact_formula,1/20,'=E11,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0055
祖玛弓箭手3,152,12,放大镜,166,物品,,'=1/20,exact_formula,1/20,'=E12,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_021
祖玛弓箭手3,152,13,斩马刀,94,物品,,'=1/20,exact_formula,1/20,'=E13,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0050
祖玛弓箭手3,152,14,死神手套,187,物品,,'=1/20,exact_formula,1/20,'=E14,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_034
祖玛弓箭手3,152,15,灵魂战衣(男),127,物品,,'=1/20,exact_formula,1/20,'=E15,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_037
祖玛弓箭手3,152,16,灵魂战衣(男),126,物品,,'=1/20,exact_formula,1/20,'=E16,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_038
祖玛弓箭手3,152,17,烈火剑法,920028,物品,,'=1/20,exact_formula,1/20,'=E17,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0021
祖玛弓箭手3,152,18,珊瑚戒指,210,物品,,'=1/20,exact_formula,1/20,'=E18,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_025
祖玛弓箭手3,152,19,珍珠戒指,205,物品,,'=1/20,exact_formula,1/20,'=E19,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0048
祖玛弓箭手3,152,20,生铁戒指,201,物品,,'=1/20,exact_formula,1/20,'=E20,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0052
祖玛弓箭手3,152,21,破魂,93,物品,,'=1/20,exact_formula,1/20,'=E21,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0049
祖玛弓箭手3,152,22,竹笛,167,物品,,'=1/20,exact_formula,1/20,'=E22,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_022
祖玛弓箭手3,152,23,蓝翡翠项链,165,物品,,'=1/20,exact_formula,1/20,'=E23,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_043
祖玛弓箭手3,152,24,蛇眼戒指,204,物品,,'=1/20,exact_formula,1/20,'=E24,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0047
祖玛弓箭手3,152,25,道士头盔,149,物品,,'=1/20,exact_formula,1/20,'=E25,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_023
祖玛弓箭手3,152,26,道士手镯,185,物品,,'=1/20,exact_formula,1/20,'=E26,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_047
祖玛弓箭手3,152,27,道德戒指,209,物品,,'=1/20,exact_formula,1/20,'=E27,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_045
祖玛弓箭手3,152,28,重盔甲(男),122,物品,,'=1/20,exact_formula,1/20,'=E28,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_035
祖玛弓箭手3,152,29,重盔甲(男),123,物品,,'=1/20,exact_formula,1/20,'=E29,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_036
祖玛弓箭手3,152,30,金戒指,206,物品,,'=1/20,exact_formula,1/20,'=E30,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_042
祖玛弓箭手3,152,31,金手镯,188,物品,,'=1/20,exact_formula,1/20,'=E31,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_044
祖玛弓箭手3,152,32,降妖除魔戒指,211,物品,,'=1/20,exact_formula,1/20,'=E32,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_026
祖玛弓箭手3,152,33,降魔 ×2,96,物品,,'=1/20,exact_formula,1/20,'=E33,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_049 等2个独立槽
祖玛弓箭手3,152,34,骷髅头盔,150,物品,,'=1/20,exact_formula,1/20,'=E34,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_027
祖玛弓箭手3,152,35,骷髅戒指,207,物品,,'=1/20,exact_formula,1/20,'=E35,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0054
祖玛弓箭手3,152,36,魅力戒指,208,物品,,'=1/20,exact_formula,1/20,'=E36,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_046
祖玛弓箭手3,152,37,魔力手镯,186,物品,,'=1/20,exact_formula,1/20,'=E37,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0044
祖玛弓箭手3,152,38,魔法长袍(男),124,物品,,'=1/20,exact_formula,1/20,'=E38,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_039
祖玛弓箭手3,152,39,魔法长袍(男),125,物品,,'=1/20,exact_formula,1/20,'=E39,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_040
祖玛弓箭手3,152,40,黑檀手镯,184,物品,,'=1/20,exact_formula,1/20,'=E40,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.slot_048
祖玛弓箭手3,152,41,黑色水晶戒指,203,物品,,'=1/20,exact_formula,1/20,'=E41,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m152.v505_0046
祖玛弓箭手3,152,42,冰咆哮,920002,物品,,'=1/40,exact_formula,1/40,'=E42,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0019
祖玛弓箭手3,152,43,井中月,102,物品,,'=1/60,exact_formula,1/60,'=E43,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0014
祖玛弓箭手3,152,44,无极棍,104,物品,,'=1/60,exact_formula,1/60,'=E44,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0015
祖玛弓箭手3,152,45,三眼手镯,191,物品,,'=1/60,exact_formula,1/60,'=E45,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0012
祖玛弓箭手3,152,46,力量戒指,215,物品,,'=1/60,exact_formula,1/60,'=E46,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0007
祖玛弓箭手3,152,47,恶魔铃铛,172,物品,,'=1/60,exact_formula,1/60,'=E47,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.slot_016
祖玛弓箭手3,152,48,泰坦戒指,217,物品,,'=1/60,exact_formula,1/60,'=E48,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0009
祖玛弓箭手3,152,49,灵魂项链,173,物品,,'=1/60,exact_formula,1/60,'=E49,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0004
祖玛弓箭手3,152,50,紫碧螺,216,物品,,'=1/60,exact_formula,1/60,'=E50,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.slot_017
祖玛弓箭手3,152,51,绿色项链,171,物品,,'=1/60,exact_formula,1/60,'=E51,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0002
祖玛弓箭手3,152,52,骑士手镯,193,物品,,'=1/60,exact_formula,1/60,'=E52,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0010
祖玛弓箭手3,152,53,龙之手镯,194,物品,,'=1/60,exact_formula,1/60,'=E53,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.slot_018
祖玛弓箭手3,152,54,裁决之杖,105,物品,,'=1/100,exact_formula,1/100,'=E54,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0016
祖玛弓箭手3,152,55,骨玉权杖,106,物品,,'=1/100,exact_formula,1/100,'=E55,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.slot_019
祖玛弓箭手3,152,56,龙纹剑,107,物品,,'=1/100,exact_formula,1/100,'=E56,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0018
祖玛弓箭手3,152,57,狂风项链,221,物品,,'=1/120,exact_formula,1/120,'=E57,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.slot_015
祖玛弓箭手3,152,58,阎罗手套,192,物品,,'=1/120,exact_formula,1/120,'=E58,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m152.v505_0013
祖玛弓箭手3,152,59,黑铁头盔,151,物品,,'=1/120,exact_formula,1/120,'=E59,SPB:AUTO_BOOST,dpv2.direct.m152.v505_0006
祖玛雕像3,155,6,金币,,金币,2250,'=1/3,exact_formula,1/3,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m155.v505_0001
祖玛雕像3,155,7,召唤神兽,920005,物品,,'=1/10,exact_formula,1/10,'=E7,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0020
祖玛雕像3,155,8,烈火剑法,920028,物品,,'=1/10,exact_formula,1/10,'=E8,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0021
祖玛雕像3,155,9,修罗,97,物品,,'=1/20,exact_formula,1/20,'=E9,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_041
祖玛雕像3,155,10,偃月,95,物品,,'=1/20,exact_formula,1/20,'=E10,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0057
祖玛雕像3,155,11,冰咆哮,920002,物品,,'=1/20,exact_formula,1/20,'=E11,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0019
祖玛雕像3,155,12,凝霜,98,物品,,'=1/20,exact_formula,1/20,'=E12,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_024
祖玛雕像3,155,13,小手镯,175,物品,,'=1/20,exact_formula,1/20,'=E13,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0061
祖玛雕像3,155,14,放大镜,166,物品,,'=1/20,exact_formula,1/20,'=E14,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_021
祖玛雕像3,155,15,斩马刀,94,物品,,'=1/20,exact_formula,1/20,'=E15,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0056
祖玛雕像3,155,16,死神手套,187,物品,,'=1/20,exact_formula,1/20,'=E16,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_034
祖玛雕像3,155,17,灵魂战衣(男),127,物品,,'=1/20,exact_formula,1/20,'=E17,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_037
祖玛雕像3,155,18,灵魂战衣(男),126,物品,,'=1/20,exact_formula,1/20,'=E18,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_038
祖玛雕像3,155,19,珊瑚戒指,210,物品,,'=1/20,exact_formula,1/20,'=E19,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_025
祖玛雕像3,155,20,珍珠戒指,205,物品,,'=1/20,exact_formula,1/20,'=E20,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0054
祖玛雕像3,155,21,生铁戒指,201,物品,,'=1/20,exact_formula,1/20,'=E21,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0058
祖玛雕像3,155,22,破魂,93,物品,,'=1/20,exact_formula,1/20,'=E22,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0055
祖玛雕像3,155,23,竹笛,167,物品,,'=1/20,exact_formula,1/20,'=E23,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_022
祖玛雕像3,155,24,蓝翡翠项链,165,物品,,'=1/20,exact_formula,1/20,'=E24,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_043
祖玛雕像3,155,25,蛇眼戒指,204,物品,,'=1/20,exact_formula,1/20,'=E25,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0053
祖玛雕像3,155,26,道士头盔,149,物品,,'=1/20,exact_formula,1/20,'=E26,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_023
祖玛雕像3,155,27,道士手镯,185,物品,,'=1/20,exact_formula,1/20,'=E27,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_047
祖玛雕像3,155,28,道德戒指,209,物品,,'=1/20,exact_formula,1/20,'=E28,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_045
祖玛雕像3,155,29,重盔甲(男),122,物品,,'=1/20,exact_formula,1/20,'=E29,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_035
祖玛雕像3,155,30,重盔甲(男),123,物品,,'=1/20,exact_formula,1/20,'=E30,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_036
祖玛雕像3,155,31,金戒指,206,物品,,'=1/20,exact_formula,1/20,'=E31,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_042
祖玛雕像3,155,32,金手镯,188,物品,,'=1/20,exact_formula,1/20,'=E32,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_044
祖玛雕像3,155,33,降妖除魔戒指,211,物品,,'=1/20,exact_formula,1/20,'=E33,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_026
祖玛雕像3,155,34,降魔 ×2,96,物品,,'=1/20,exact_formula,1/20,'=E34,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_049 等2个独立槽
祖玛雕像3,155,35,骷髅头盔,150,物品,,'=1/20,exact_formula,1/20,'=E35,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_027
祖玛雕像3,155,36,骷髅戒指,207,物品,,'=1/20,exact_formula,1/20,'=E36,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0060
祖玛雕像3,155,37,魅力戒指,208,物品,,'=1/20,exact_formula,1/20,'=E37,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_046
祖玛雕像3,155,38,魔力手镯,186,物品,,'=1/20,exact_formula,1/20,'=E38,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0050
祖玛雕像3,155,39,魔法长袍(男),124,物品,,'=1/20,exact_formula,1/20,'=E39,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_039
祖玛雕像3,155,40,魔法长袍(男),125,物品,,'=1/20,exact_formula,1/20,'=E40,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_040
祖玛雕像3,155,41,黑檀手镯,184,物品,,'=1/20,exact_formula,1/20,'=E41,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.slot_048
祖玛雕像3,155,42,黑色水晶戒指,203,物品,,'=1/20,exact_formula,1/20,'=E42,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m155.v505_0052
祖玛雕像3,155,43,幽灵战衣(男),133,物品,,'=1/28,exact_formula,1/28,'=E43,SPB:AUTO_BOOST,dpv2.direct.m155.slot_030
祖玛雕像3,155,44,幽灵战衣(男),132,物品,,'=1/28,exact_formula,1/28,'=E44,SPB:AUTO_BOOST,dpv2.direct.m155.slot_031
祖玛雕像3,155,45,恶魔长袍(男),130,物品,,'=1/28,exact_formula,1/28,'=E45,SPB:AUTO_BOOST,dpv2.direct.m155.slot_032
祖玛雕像3,155,46,恶魔长袍(男),131,物品,,'=1/28,exact_formula,1/28,'=E46,SPB:AUTO_BOOST,dpv2.direct.m155.slot_033
祖玛雕像3,155,47,战神盔甲(男),128,物品,,'=1/28,exact_formula,1/28,'=E47,SPB:AUTO_BOOST,dpv2.direct.m155.slot_028
祖玛雕像3,155,48,战神盔甲(男),129,物品,,'=1/28,exact_formula,1/28,'=E48,SPB:AUTO_BOOST,dpv2.direct.m155.slot_029
祖玛雕像3,155,49,三眼手镯,191,物品,,'=1/40,exact_formula,1/40,'=E49,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.slot_019
祖玛雕像3,155,50,力量戒指,215,物品,,'=1/40,exact_formula,1/40,'=E50,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0007
祖玛雕像3,155,51,恶魔铃铛,172,物品,,'=1/40,exact_formula,1/40,'=E51,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0005
祖玛雕像3,155,52,泰坦戒指,217,物品,,'=1/40,exact_formula,1/40,'=E52,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.slot_017
祖玛雕像3,155,53,灵魂项链,173,物品,,'=1/40,exact_formula,1/40,'=E53,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.slot_016
祖玛雕像3,155,54,紫碧螺,216,物品,,'=1/40,exact_formula,1/40,'=E54,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0008
祖玛雕像3,155,55,绿色项链,171,物品,,'=1/40,exact_formula,1/40,'=E55,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0002
祖玛雕像3,155,56,骑士手镯,193,物品,,'=1/40,exact_formula,1/40,'=E56,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0010
祖玛雕像3,155,57,龙之手镯,194,物品,,'=1/40,exact_formula,1/40,'=E57,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0011
祖玛雕像3,155,58,井中月,102,物品,,'=1/60,exact_formula,1/60,'=E58,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0014
祖玛雕像3,155,59,无极棍,104,物品,,'=1/60,exact_formula,1/60,'=E59,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.slot_020
祖玛雕像3,155,60,狂风项链,221,物品,,'=1/80,exact_formula,1/80,'=E60,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.slot_015
祖玛雕像3,155,61,阎罗手套,192,物品,,'=1/80,exact_formula,1/80,'=E61,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0013
祖玛雕像3,155,62,裁决之杖,105,物品,,'=1/100,exact_formula,1/100,'=E62,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0016
祖玛雕像3,155,63,骨玉权杖,106,物品,,'=1/100,exact_formula,1/100,'=E63,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.v505_0017
祖玛雕像3,155,64,龙纹剑,107,物品,,'=1/100,exact_formula,1/100,'=E64,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m155.slot_018
祖玛雕像3,155,65,黑铁头盔,151,物品,,'=1/120,exact_formula,1/120,'=E65,SPB:AUTO_BOOST,dpv2.direct.m155.v505_0006
祖玛卫士3,158,6,金币,,金币,2250,'=1/3,exact_formula,1/3,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m158.v505_0001
祖玛卫士3,158,7,召唤神兽,920005,物品,,'=1/10,exact_formula,1/10,'=E7,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m158.slot_054
祖玛卫士3,158,8,烈火剑法,920028,物品,,'=1/10,exact_formula,1/10,'=E8,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m158.slot_052
祖玛卫士3,158,9,修罗,97,物品,,'=1/20,exact_formula,1/20,'=E9,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_043
祖玛卫士3,158,10,偃月,95,物品,,'=1/20,exact_formula,1/20,'=E10,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.v505_0051
祖玛卫士3,158,11,冰咆哮,920002,物品,,'=1/20,exact_formula,1/20,'=E11,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m158.slot_053
祖玛卫士3,158,12,凝霜,98,物品,,'=1/20,exact_formula,1/20,'=E12,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_026
祖玛卫士3,158,13,小手镯,175,物品,,'=1/20,exact_formula,1/20,'=E13,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.v505_0055
祖玛卫士3,158,14,放大镜,166,物品,,'=1/20,exact_formula,1/20,'=E14,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_023
祖玛卫士3,158,15,斩马刀,94,物品,,'=1/20,exact_formula,1/20,'=E15,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.v505_0050
祖玛卫士3,158,16,死神手套,187,物品,,'=1/20,exact_formula,1/20,'=E16,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_036
祖玛卫士3,158,17,灵魂战衣(男),127,物品,,'=1/20,exact_formula,1/20,'=E17,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_039
祖玛卫士3,158,18,灵魂战衣(男),126,物品,,'=1/20,exact_formula,1/20,'=E18,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_040
祖玛卫士3,158,19,珊瑚戒指,210,物品,,'=1/20,exact_formula,1/20,'=E19,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_027
祖玛卫士3,158,20,珍珠戒指,205,物品,,'=1/20,exact_formula,1/20,'=E20,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.v505_0048
祖玛卫士3,158,21,生铁戒指,201,物品,,'=1/20,exact_formula,1/20,'=E21,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.v505_0052
祖玛卫士3,158,22,破魂,93,物品,,'=1/20,exact_formula,1/20,'=E22,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.v505_0049
祖玛卫士3,158,23,竹笛,167,物品,,'=1/20,exact_formula,1/20,'=E23,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_024
祖玛卫士3,158,24,蓝翡翠项链,165,物品,,'=1/20,exact_formula,1/20,'=E24,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_045
祖玛卫士3,158,25,蛇眼戒指,204,物品,,'=1/20,exact_formula,1/20,'=E25,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.v505_0047
祖玛卫士3,158,26,道士头盔,149,物品,,'=1/20,exact_formula,1/20,'=E26,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_025
祖玛卫士3,158,27,道士手镯,185,物品,,'=1/20,exact_formula,1/20,'=E27,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_049
祖玛卫士3,158,28,道德戒指,209,物品,,'=1/20,exact_formula,1/20,'=E28,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_047
祖玛卫士3,158,29,重盔甲(男),122,物品,,'=1/20,exact_formula,1/20,'=E29,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_037
祖玛卫士3,158,30,重盔甲(男),123,物品,,'=1/20,exact_formula,1/20,'=E30,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_038
祖玛卫士3,158,31,金戒指,206,物品,,'=1/20,exact_formula,1/20,'=E31,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_044
祖玛卫士3,158,32,金手镯,188,物品,,'=1/20,exact_formula,1/20,'=E32,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_046
祖玛卫士3,158,33,降妖除魔戒指,211,物品,,'=1/20,exact_formula,1/20,'=E33,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m158.slot_028
